"","Measures","Edad","Sexo","Hierarchy","value"
"1","Numero Total Empleados","30","FEMENINO","2019/01/02",82
"2","Numero Total Empleados","43","FEMENINO","2019/01/02",82
"3","Numero Total Empleados","44","FEMENINO","2019/01/02",82
"4","Numero Total Empleados","35","MASCULINO","2019/01/02",82
"5","Numero Total Empleados","41","MASCULINO","2019/01/02",82
"6","Numero Total Empleados","46","MASCULINO","2019/01/02",82
"7","Numero Total Empleados","51","MASCULINO","2019/01/02",82
"8","Numero Total Empleados","23","FEMENINO","2019/01/03",41
"9","Numero Total Empleados","25","FEMENINO","2019/01/03",23
"10","Numero Total Empleados","28","FEMENINO","2019/01/03",69
"11","Numero Total Empleados","30","FEMENINO","2019/01/03",69
"12","Numero Total Empleados","32","FEMENINO","2019/01/03",23
"13","Numero Total Empleados","38","FEMENINO","2019/01/03",5
"14","Numero Total Empleados","44","FEMENINO","2019/01/03",69
"15","Numero Total Empleados","50","FEMENINO","2019/01/03",18
"16","Numero Total Empleados","53","FEMENINO","2019/01/03",18
"17","Numero Total Empleados","57","FEMENINO","2019/01/03",18
"18","Numero Total Empleados","22","MASCULINO","2019/01/03",23
"19","Numero Total Empleados","23","MASCULINO","2019/01/03",23
"20","Numero Total Empleados","24","MASCULINO","2019/01/03",23
"21","Numero Total Empleados","26","MASCULINO","2019/01/03",69
"22","Numero Total Empleados","27","MASCULINO","2019/01/03",23
"23","Numero Total Empleados","28","MASCULINO","2019/01/03",23
"24","Numero Total Empleados","30","MASCULINO","2019/01/03",18
"25","Numero Total Empleados","37","MASCULINO","2019/01/03",5
"26","Numero Total Empleados","38","MASCULINO","2019/01/03",18
"27","Numero Total Empleados","39","MASCULINO","2019/01/03",18
"28","Numero Total Empleados","40","MASCULINO","2019/01/03",5
"29","Numero Total Empleados","41","MASCULINO","2019/01/03",69
"30","Numero Total Empleados","42","MASCULINO","2019/01/03",19
"31","Numero Total Empleados","46","MASCULINO","2019/01/03",18
"32","Numero Total Empleados","47","MASCULINO","2019/01/03",18
"33","Numero Total Empleados","50","MASCULINO","2019/01/03",18
"34","Numero Total Empleados","51","MASCULINO","2019/01/03",18
"35","Numero Total Empleados","52","MASCULINO","2019/01/03",18
"36","Numero Total Empleados","61","MASCULINO","2019/01/03",18
"37","Numero Total Empleados","66","MASCULINO","2019/01/03",18
"38","Numero Total Empleados","29","FEMENINO","2019/01/04",17
"39","Numero Total Empleados","54","FEMENINO","2019/01/04",17
"40","Numero Total Empleados","25","MASCULINO","2019/01/04",17
"41","Numero Total Empleados","26","MASCULINO","2019/01/04",17
"42","Numero Total Empleados","28","MASCULINO","2019/01/04",56
"43","Numero Total Empleados","33","MASCULINO","2019/01/04",56
"44","Numero Total Empleados","34","MASCULINO","2019/01/04",17
"45","Numero Total Empleados","35","MASCULINO","2019/01/04",17
"46","Numero Total Empleados","37","MASCULINO","2019/01/04",17
"47","Numero Total Empleados","39","MASCULINO","2019/01/04",3
"48","Numero Total Empleados","40","MASCULINO","2019/01/04",17
"49","Numero Total Empleados","43","MASCULINO","2019/01/04",56
"50","Numero Total Empleados","46","MASCULINO","2019/01/04",56
"51","Numero Total Empleados","53","MASCULINO","2019/01/04",17
"52","Numero Total Empleados","58","MASCULINO","2019/01/04",17
"53","Numero Total Empleados","61","MASCULINO","2019/01/04",3
"54","Numero Total Empleados","62","MASCULINO","2019/01/04",17
"55","Numero Total Empleados","22","FEMENINO","2019/01/08",9
"56","Numero Total Empleados","25","FEMENINO","2019/01/08",9
"57","Numero Total Empleados","27","FEMENINO","2019/01/08",9
"58","Numero Total Empleados","28","FEMENINO","2019/01/08",13
"59","Numero Total Empleados","30","FEMENINO","2019/01/08",9
"60","Numero Total Empleados","32","FEMENINO","2019/01/08",431
"61","Numero Total Empleados","46","FEMENINO","2019/01/08",11
"62","Numero Total Empleados","59","FEMENINO","2019/01/08",11
"63","Numero Total Empleados","61","FEMENINO","2019/01/08",11
"64","Numero Total Empleados","76","FEMENINO","2019/01/08",11
"65","Numero Total Empleados","26","MASCULINO","2019/01/08",22
"66","Numero Total Empleados","28","MASCULINO","2019/01/08",9
"67","Numero Total Empleados","29","MASCULINO","2019/01/08",11
"68","Numero Total Empleados","32","MASCULINO","2019/01/08",19
"69","Numero Total Empleados","34","MASCULINO","2019/01/08",13
"70","Numero Total Empleados","35","MASCULINO","2019/01/08",13
"71","Numero Total Empleados","36","MASCULINO","2019/01/08",13
"72","Numero Total Empleados","37","MASCULINO","2019/01/08",13
"73","Numero Total Empleados","38","MASCULINO","2019/01/08",13
"74","Numero Total Empleados","49","MASCULINO","2019/01/08",13
"75","Numero Total Empleados","56","MASCULINO","2019/01/08",13
"76","Numero Total Empleados","57","MASCULINO","2019/01/08",24
"77","Numero Total Empleados","59","MASCULINO","2019/01/08",13
"78","Numero Total Empleados","72","MASCULINO","2019/01/08",11
"79","Numero Total Empleados","83","MASCULINO","2019/01/08",11
"80","Numero Total Empleados","84","MASCULINO","2019/01/08",11
"81","Numero Total Empleados","86","MASCULINO","2019/01/08",11
"82","Numero Total Empleados","22","FEMENINO","2019/01/09",139
"83","Numero Total Empleados","23","FEMENINO","2019/01/09",139
"84","Numero Total Empleados","24","FEMENINO","2019/01/09",246
"85","Numero Total Empleados","25","FEMENINO","2019/01/09",139
"86","Numero Total Empleados","26","FEMENINO","2019/01/09",385
"87","Numero Total Empleados","27","FEMENINO","2019/01/09",385
"88","Numero Total Empleados","28","FEMENINO","2019/01/09",385
"89","Numero Total Empleados","29","FEMENINO","2019/01/09",139
"90","Numero Total Empleados","30","FEMENINO","2019/01/09",139
"91","Numero Total Empleados","31","FEMENINO","2019/01/09",246
"92","Numero Total Empleados","32","FEMENINO","2019/01/09",385
"93","Numero Total Empleados","33","FEMENINO","2019/01/09",385
"94","Numero Total Empleados","34","FEMENINO","2019/01/09",139
"95","Numero Total Empleados","35","FEMENINO","2019/01/09",385
"96","Numero Total Empleados","36","FEMENINO","2019/01/09",246
"97","Numero Total Empleados","37","FEMENINO","2019/01/09",246
"98","Numero Total Empleados","40","FEMENINO","2019/01/09",246
"99","Numero Total Empleados","41","FEMENINO","2019/01/09",246
"100","Numero Total Empleados","43","FEMENINO","2019/01/09",385
"101","Numero Total Empleados","44","FEMENINO","2019/01/09",246
"102","Numero Total Empleados","47","FEMENINO","2019/01/09",139
"103","Numero Total Empleados","49","FEMENINO","2019/01/09",385
"104","Numero Total Empleados","50","FEMENINO","2019/01/09",246
"105","Numero Total Empleados","54","FEMENINO","2019/01/09",246
"106","Numero Total Empleados","55","FEMENINO","2019/01/09",246
"107","Numero Total Empleados","59","FEMENINO","2019/01/09",246
"108","Numero Total Empleados","61","FEMENINO","2019/01/09",246
"109","Numero Total Empleados","66","FEMENINO","2019/01/09",246
"110","Numero Total Empleados","68","FEMENINO","2019/01/09",246
"111","Numero Total Empleados","69","FEMENINO","2019/01/09",246
"112","Numero Total Empleados","21","MASCULINO","2019/01/09",246
"113","Numero Total Empleados","22","MASCULINO","2019/01/09",246
"114","Numero Total Empleados","23","MASCULINO","2019/01/09",385
"115","Numero Total Empleados","24","MASCULINO","2019/01/09",385
"116","Numero Total Empleados","25","MASCULINO","2019/01/09",385
"117","Numero Total Empleados","26","MASCULINO","2019/01/09",385
"118","Numero Total Empleados","27","MASCULINO","2019/01/09",385
"119","Numero Total Empleados","28","MASCULINO","2019/01/09",385
"120","Numero Total Empleados","29","MASCULINO","2019/01/09",385
"121","Numero Total Empleados","30","MASCULINO","2019/01/09",385
"122","Numero Total Empleados","31","MASCULINO","2019/01/09",385
"123","Numero Total Empleados","32","MASCULINO","2019/01/09",385
"124","Numero Total Empleados","33","MASCULINO","2019/01/09",385
"125","Numero Total Empleados","34","MASCULINO","2019/01/09",385
"126","Numero Total Empleados","35","MASCULINO","2019/01/09",385
"127","Numero Total Empleados","36","MASCULINO","2019/01/09",385
"128","Numero Total Empleados","37","MASCULINO","2019/01/09",385
"129","Numero Total Empleados","38","MASCULINO","2019/01/09",385
"130","Numero Total Empleados","39","MASCULINO","2019/01/09",385
"131","Numero Total Empleados","40","MASCULINO","2019/01/09",385
"132","Numero Total Empleados","41","MASCULINO","2019/01/09",385
"133","Numero Total Empleados","42","MASCULINO","2019/01/09",385
"134","Numero Total Empleados","43","MASCULINO","2019/01/09",385
"135","Numero Total Empleados","44","MASCULINO","2019/01/09",385
"136","Numero Total Empleados","45","MASCULINO","2019/01/09",385
"137","Numero Total Empleados","46","MASCULINO","2019/01/09",385
"138","Numero Total Empleados","47","MASCULINO","2019/01/09",385
"139","Numero Total Empleados","48","MASCULINO","2019/01/09",385
"140","Numero Total Empleados","49","MASCULINO","2019/01/09",385
"141","Numero Total Empleados","50","MASCULINO","2019/01/09",385
"142","Numero Total Empleados","51","MASCULINO","2019/01/09",385
"143","Numero Total Empleados","52","MASCULINO","2019/01/09",385
"144","Numero Total Empleados","53","MASCULINO","2019/01/09",385
"145","Numero Total Empleados","54","MASCULINO","2019/01/09",385
"146","Numero Total Empleados","55","MASCULINO","2019/01/09",246
"147","Numero Total Empleados","56","MASCULINO","2019/01/09",385
"148","Numero Total Empleados","57","MASCULINO","2019/01/09",385
"149","Numero Total Empleados","58","MASCULINO","2019/01/09",246
"150","Numero Total Empleados","59","MASCULINO","2019/01/09",385
"151","Numero Total Empleados","60","MASCULINO","2019/01/09",246
"152","Numero Total Empleados","61","MASCULINO","2019/01/09",385
"153","Numero Total Empleados","62","MASCULINO","2019/01/09",246
"154","Numero Total Empleados","63","MASCULINO","2019/01/09",246
"155","Numero Total Empleados","64","MASCULINO","2019/01/09",385
"156","Numero Total Empleados","65","MASCULINO","2019/01/09",246
"157","Numero Total Empleados","66","MASCULINO","2019/01/09",385
"158","Numero Total Empleados","68","MASCULINO","2019/01/09",139
"159","Numero Total Empleados","69","MASCULINO","2019/01/09",139
"160","Numero Total Empleados","70","MASCULINO","2019/01/09",385
"161","Numero Total Empleados","95","MASCULINO","2019/01/09",246
"162","Numero Total Empleados","38","FEMENINO","2019/01/10",13
"163","Numero Total Empleados","42","FEMENINO","2019/01/10",16
"164","Numero Total Empleados","43","FEMENINO","2019/01/10",41
"165","Numero Total Empleados","48","FEMENINO","2019/01/10",41
"166","Numero Total Empleados","52","FEMENINO","2019/01/10",41
"167","Numero Total Empleados","59","FEMENINO","2019/01/10",41
"168","Numero Total Empleados","22","MASCULINO","2019/01/10",7
"169","Numero Total Empleados","25","MASCULINO","2019/01/10",41
"170","Numero Total Empleados","26","MASCULINO","2019/01/10",23
"171","Numero Total Empleados","27","MASCULINO","2019/01/10",41
"172","Numero Total Empleados","28","MASCULINO","2019/01/10",16
"173","Numero Total Empleados","29","MASCULINO","2019/01/10",57
"174","Numero Total Empleados","30","MASCULINO","2019/01/10",13
"175","Numero Total Empleados","31","MASCULINO","2019/01/10",16
"176","Numero Total Empleados","32","MASCULINO","2019/01/10",70
"177","Numero Total Empleados","34","MASCULINO","2019/01/10",42
"178","Numero Total Empleados","35","MASCULINO","2019/01/10",57
"179","Numero Total Empleados","36","MASCULINO","2019/01/10",41
"180","Numero Total Empleados","37","MASCULINO","2019/01/10",13
"181","Numero Total Empleados","39","MASCULINO","2019/01/10",29
"182","Numero Total Empleados","40","MASCULINO","2019/01/10",16
"183","Numero Total Empleados","41","MASCULINO","2019/01/10",13
"184","Numero Total Empleados","42","MASCULINO","2019/01/10",48
"185","Numero Total Empleados","43","MASCULINO","2019/01/10",29
"186","Numero Total Empleados","44","MASCULINO","2019/01/10",54
"187","Numero Total Empleados","45","MASCULINO","2019/01/10",41
"188","Numero Total Empleados","46","MASCULINO","2019/01/10",57
"189","Numero Total Empleados","47","MASCULINO","2019/01/10",41
"190","Numero Total Empleados","50","MASCULINO","2019/01/10",16
"191","Numero Total Empleados","51","MASCULINO","2019/01/10",57
"192","Numero Total Empleados","52","MASCULINO","2019/01/10",16
"193","Numero Total Empleados","53","MASCULINO","2019/01/10",41
"194","Numero Total Empleados","56","MASCULINO","2019/01/10",41
"195","Numero Total Empleados","60","MASCULINO","2019/01/10",41
"196","Numero Total Empleados","64","MASCULINO","2019/01/10",7
"197","Numero Total Empleados","23","FEMENINO","2019/01/11",8
"198","Numero Total Empleados","24","MASCULINO","2019/01/11",45
"199","Numero Total Empleados","25","MASCULINO","2019/01/11",45
"200","Numero Total Empleados","26","MASCULINO","2019/01/11",45
"201","Numero Total Empleados","27","MASCULINO","2019/01/11",53
"202","Numero Total Empleados","29","MASCULINO","2019/01/11",63
"203","Numero Total Empleados","30","MASCULINO","2019/01/11",45
"204","Numero Total Empleados","31","MASCULINO","2019/01/11",8
"205","Numero Total Empleados","32","MASCULINO","2019/01/11",45
"206","Numero Total Empleados","33","MASCULINO","2019/01/11",55
"207","Numero Total Empleados","34","MASCULINO","2019/01/11",45
"208","Numero Total Empleados","35","MASCULINO","2019/01/11",45
"209","Numero Total Empleados","36","MASCULINO","2019/01/11",55
"210","Numero Total Empleados","37","MASCULINO","2019/01/11",45
"211","Numero Total Empleados","39","MASCULINO","2019/01/11",53
"212","Numero Total Empleados","41","MASCULINO","2019/01/11",45
"213","Numero Total Empleados","43","MASCULINO","2019/01/11",45
"214","Numero Total Empleados","44","MASCULINO","2019/01/11",45
"215","Numero Total Empleados","45","MASCULINO","2019/01/11",10
"216","Numero Total Empleados","46","MASCULINO","2019/01/11",45
"217","Numero Total Empleados","48","MASCULINO","2019/01/11",45
"218","Numero Total Empleados","50","MASCULINO","2019/01/11",45
"219","Numero Total Empleados","51","MASCULINO","2019/01/11",8
"220","Numero Total Empleados","52","MASCULINO","2019/01/11",55
"221","Numero Total Empleados","53","MASCULINO","2019/01/11",63
"222","Numero Total Empleados","54","MASCULINO","2019/01/11",45
"223","Numero Total Empleados","55","MASCULINO","2019/01/11",55
"224","Numero Total Empleados","56","MASCULINO","2019/01/11",45
"225","Numero Total Empleados","57","MASCULINO","2019/01/11",45
"226","Numero Total Empleados","58","MASCULINO","2019/01/11",45
"227","Numero Total Empleados","62","MASCULINO","2019/01/11",45
"228","Numero Total Empleados","65","MASCULINO","2019/01/11",45
"229","Numero Total Empleados","66","MASCULINO","2019/01/11",45
"230","Numero Total Empleados","69","MASCULINO","2019/01/11",8
"231","Numero Total Empleados","89","MASCULINO","2019/01/11",1
"232","Numero Total Empleados","22","FEMENINO","2019/01/15",98
"233","Numero Total Empleados","23","FEMENINO","2019/01/15",98
"234","Numero Total Empleados","24","FEMENINO","2019/01/15",98
"235","Numero Total Empleados","26","FEMENINO","2019/01/15",98
"236","Numero Total Empleados","28","FEMENINO","2019/01/15",98
"237","Numero Total Empleados","38","FEMENINO","2019/01/15",98
"238","Numero Total Empleados","48","FEMENINO","2019/01/15",98
"239","Numero Total Empleados","51","FEMENINO","2019/01/15",98
"240","Numero Total Empleados","60","FEMENINO","2019/01/15",98
"241","Numero Total Empleados","62","FEMENINO","2019/01/15",5
"242","Numero Total Empleados","22","MASCULINO","2019/01/15",98
"243","Numero Total Empleados","23","MASCULINO","2019/01/15",98
"244","Numero Total Empleados","24","MASCULINO","2019/01/15",98
"245","Numero Total Empleados","25","MASCULINO","2019/01/15",98
"246","Numero Total Empleados","26","MASCULINO","2019/01/15",98
"247","Numero Total Empleados","27","MASCULINO","2019/01/15",98
"248","Numero Total Empleados","28","MASCULINO","2019/01/15",98
